customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,TotalCharges,TotalCharges1
3082-VQXNH,Male,0,Yes,No,3,0,No phone service,DSL,No,Yes,No,0,0,0,Month-to-month,No,Credit card (automatic),29.8,0,94.4,5576.3
4013-UBXWQ,Female,0,No,No,7,1,Yes,DSL,No,No,No,1,1,1,Month-to-month,Yes,Electronic check,74.65,1,521.1,1046.1
4931-TRZWN,Female,0,No,No,13,1,No,DSL,Yes,No,No,0,1,1,Month-to-month,Yes,Electronic check,71.95,0,923.85,1245.6
0750-EKNGL,Male,0,No,No,7,1,No,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,No,Mailed check,20.75,0,141.1,1287.85
7669-LCRSD,Male,0,Yes,Yes,12,1,No,DSL,No,No,No,0,1,0,Month-to-month,Yes,Mailed check,56.3,0,628.65,1939.35
3567-PQTSO,Male,0,Yes,Yes,53,1,Yes,Fiber optic,No,Yes,Yes,0,1,1,One year,Yes,Electronic check,105.25,0,5576.3,118.25
5519-NPHVG,Female,0,No,No,12,1,Yes,Fiber optic,No,No,No,0,1,1,Month-to-month,Yes,Electronic check,94.2,1,1046.1,452.55
8043-PNYSD,Male,0,Yes,Yes,63,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Mailed check,19.55,0,1245.6,2696.55
9938-EKRGF,Female,0,No,No,15,1,No,DSL,Yes,Yes,Yes,1,1,1,Month-to-month,No,Mailed check,84.45,0,1287.85,875.35
2703-AMTUL,Male,0,Yes,Yes,36,1,No,DSL,Yes,Yes,No,0,0,0,One year,No,Mailed check,53.65,0,1939.35,1267.05
0928-JMXNP,Male,1,Yes,No,4,0,No phone service,DSL,No,No,Yes,0,0,0,Month-to-month,Yes,Electronic check,29.9,0,118.25,494.9
8173-RXAYP,Female,0,Yes,Yes,24,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Mailed check,19.7,0,452.55,799.0
4825-XJGDM,Female,0,No,No,61,0,No phone service,DSL,Yes,Yes,Yes,1,0,0,One year,No,Credit card (automatic),43.7,0,2696.55,5763.3
5402-HTOTQ,Male,0,No,No,16,1,Yes,DSL,No,Yes,No,0,0,0,Month-to-month,No,Electronic check,55.3,0,875.35,20.1
6734-JDTTV,Male,0,Yes,Yes,65,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,Yes,Credit card (automatic),19.85,0,1267.05,106.9
7850-THJMU,Female,0,Yes,Yes,26,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Credit card (automatic),19.65,0,494.9,710.05
3890-RTCMS,Male,0,No,No,16,1,No,DSL,No,No,No,1,0,0,Month-to-month,Yes,Mailed check,49.45,0,799.0,568.2
8849-GYOKR,Female,0,Yes,No,54,1,Yes,Fiber optic,Yes,Yes,No,0,1,1,One year,No,Bank transfer (automatic),106.55,1,5763.3,1900.25
3148-BLQJT,Male,0,No,No,1,1,No,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,No,Mailed check,20.1,1,20.1,159.15
3717-FDJFU,Male,0,No,Yes,5,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Mailed check,20.45,0,106.9,8012.75
3665-JATSN,Female,0,No,No,19,0,No phone service,DSL,No,Yes,No,0,0,1,Month-to-month,Yes,Electronic check,39.7,0,710.05,856.65
7966-YOTQW,Male,0,No,No,10,1,Yes,DSL,Yes,No,No,0,0,0,Month-to-month,Yes,Credit card (automatic),54.5,0,568.2,551.3
0461-CVKMU,Female,0,Yes,Yes,23,1,No,Fiber optic,No,Yes,Yes,1,0,0,Month-to-month,No,Electronic check,83.8,1,1900.25,184.95
8806-EAGWC,Male,0,No,No,3,1,No,DSL,No,No,No,0,1,0,Month-to-month,No,Mailed check,55.15,1,159.15,4056.75
8853-TZDGH,Female,0,No,No,72,1,Yes,Fiber optic,No,Yes,Yes,1,1,1,Two year,Yes,Bank transfer (automatic),111.6,0,8012.75,1096.65
7779-LGOVN,Male,1,Yes,No,10,1,Yes,Fiber optic,No,No,No,0,0,1,Month-to-month,Yes,Electronic check,86.65,1,856.65,3684.95
4324-BZCKL,Female,0,Yes,Yes,10,1,No,DSL,No,Yes,Yes,0,0,0,Month-to-month,Yes,Mailed check,55.55,0,551.3,1752.45
6924-TDGMT,Male,0,Yes,No,11,1,No,No,No internet service,No internet service,No internet service,0,0,0,One year,Yes,Mailed check,20.55,0,184.95,7210.85
9710-ZUSHQ,Female,1,No,No,37,1,Yes,Fiber optic,Yes,Yes,No,0,1,1,Month-to-month,Yes,Bank transfer (automatic),106.75,1,4056.75,5264.5
1536-YHDOE,Male,0,Yes,Yes,17,1,Yes,DSL,Yes,No,No,1,0,0,One year,Yes,Mailed check,62.1,0,1096.65,2157.3
8123-QBNAZ,Female,0,Yes,Yes,36,1,Yes,Fiber optic,Yes,No,Yes,0,1,1,Month-to-month,Yes,Credit card (automatic),104.5,0,3684.95,24.4
3629-ZNKXA,Male,1,No,No,17,1,No,Fiber optic,No,Yes,Yes,0,1,1,Month-to-month,Yes,Electronic check,101.8,0,1752.45,433.95
4827-LTQRJ,Female,1,Yes,Yes,66,1,Yes,Fiber optic,Yes,Yes,No,1,1,1,One year,Yes,Credit card (automatic),110.6,0,7210.85,2435.15
7711-YIJWC,Male,0,Yes,Yes,61,1,No,DSL,Yes,Yes,Yes,1,1,1,One year,No,Bank transfer (automatic),84.9,0,5264.5,5607.75
5482-VXSXJ,Male,0,No,No,22,1,No,Fiber optic,No,Yes,No,0,1,1,Month-to-month,Yes,Mailed check,93.2,0,2157.3,2874.15
7365-BVCJH,Male,0,No,No,1,0,No phone service,DSL,No,No,No,0,0,0,Month-to-month,Yes,Electronic check,24.4,0,24.4,4433.3
9620-ENEJV,Female,0,No,No,6,1,No,Fiber optic,No,No,No,0,0,0,Month-to-month,No,Credit card (automatic),70.55,0,433.95,964.35
4183-WCSEP,Male,0,No,No,31,1,No,Fiber optic,No,Yes,No,1,0,0,Month-to-month,Yes,Electronic check,78.45,1,2435.15,1974.8
2378-YIZKA,Female,0,Yes,Yes,68,1,No,DSL,Yes,Yes,Yes,1,1,1,Two year,Yes,Credit card (automatic),85.0,0,5607.75,1460.85
5498-TXHLF,Female,0,Yes,Yes,34,1,Yes,Fiber optic,No,No,Yes,0,1,0,Month-to-month,No,Electronic check,87.45,1,2874.15,951.55
0689-DSXGL,Female,0,Yes,Yes,52,1,No,Fiber optic,No,Yes,Yes,1,0,0,Month-to-month,No,Bank transfer (automatic),85.8,0,4433.3,1821.2
6818-DJXAA,Female,0,No,Yes,10,1,No,Fiber optic,No,No,Yes,1,1,0,Month-to-month,Yes,Electronic check,91.1,0,964.35,1600.95
9722-UJOJR,Male,0,Yes,Yes,29,1,No,Fiber optic,No,No,No,0,0,0,Month-to-month,Yes,Electronic check,70.75,1,1974.8,399.25
0464-WJTKO,Female,0,Yes,Yes,72,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Bank transfer (automatic),20.1,0,1460.85,1218.55
8902-ZEOVF,Male,0,Yes,Yes,47,1,No,No,No internet service,No internet service,No internet service,0,0,0,One year,No,Mailed check,20.05,0,951.55,81.7
6778-EICRF,Male,0,Yes,Yes,24,1,Yes,DSL,Yes,No,No,0,1,1,One year,No,Mailed check,74.8,0,1821.2,2171.15
2662-NNTDK,Male,0,No,No,65,1,Yes,No,No internet service,No internet service,No internet service,0,0,0,One year,No,Credit card (automatic),24.8,0,1600.95,3634.8
4132-KALRO,Female,0,No,No,4,1,Yes,Fiber optic,No,No,No,1,1,1,Month-to-month,Yes,Mailed check,100.85,0,399.25,292.4
3902-FOIGH,Male,1,Yes,No,12,1,Yes,Fiber optic,No,Yes,No,0,1,1,Month-to-month,Yes,Electronic check,101.35,1,1218.55,317.25
6772-KSATR,Male,0,No,No,1,1,Yes,Fiber optic,Yes,No,No,0,0,0,Month-to-month,Yes,Electronic check,81.7,1,81.7,218.55
7112-OPOTK,Male,0,No,No,33,1,No,Fiber optic,No,No,No,0,0,0,Month-to-month,No,Electronic check,68.25,1,2171.15,5071.9
2874-YXVVA,Female,0,No,No,34,1,No,Fiber optic,No,Yes,Yes,1,1,1,Month-to-month,Yes,Electronic check,105.1,0,3634.8,1423.35
1245-HARPS,Female,0,Yes,No,14,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Mailed check,20.4,0,292.4,3068.6
4210-QFJMF,Female,0,No,No,4,1,No,Fiber optic,No,No,No,0,0,1,Month-to-month,Yes,Electronic check,79.15,1,317.25,4690.65
4323-ELYYB,Male,0,Yes,Yes,13,1,No,No,No internet service,No internet service,No internet service,0,0,0,One year,No,Mailed check,20.0,0,218.55,6157.6
4293-ETKAP,Female,0,Yes,Yes,65,1,Yes,DSL,No,Yes,No,1,1,1,Two year,Yes,Bank transfer (automatic),79.4,0,5071.9,1442.65
6064-PUPMC,Male,0,Yes,Yes,23,1,No,DSL,Yes,No,No,1,0,0,One year,No,Credit card (automatic),57.2,0,1423.35,3369.05
6504-VBLFL,Male,0,Yes,No,55,1,No,DSL,Yes,Yes,Yes,0,0,0,Two year,No,Electronic check,58.6,0,3068.6,4671.65
6322-PJJDJ,Male,0,Yes,No,49,1,No,Fiber optic,No,Yes,No,0,1,1,Two year,Yes,Electronic check,94.8,0,4690.65,3474.05
0330-BGYZE,Male,0,Yes,No,60,1,Yes,Fiber optic,No,Yes,Yes,0,1,1,One year,No,Bank transfer (automatic),102.5,0,6157.6,1875.55
1085-LDWAM,Female,0,Yes,Yes,69,1,No,No,No internet service,No internet service,No internet service,0,0,0,One year,Yes,Credit card (automatic),20.35,0,1442.65,272.35
7586-ZATGZ,Male,0,No,No,40,1,Yes,Fiber optic,No,No,No,0,1,0,Month-to-month,Yes,Electronic check,84.9,0,3369.05,3645.05
7197-VOJMM,Male,0,Yes,No,67,1,No,DSL,Yes,Yes,No,1,0,1,Two year,Yes,Credit card (automatic),69.2,0,4671.65,135.75
3318-OSATS,Male,1,No,No,35,1,Yes,Fiber optic,No,No,No,0,1,1,Month-to-month,Yes,Electronic check,95.45,1,3474.05,1319.85
5828-AVIPD,Male,0,Yes,Yes,19,1,Yes,Fiber optic,No,No,No,1,1,1,One year,Yes,Electronic check,100.95,1,1875.55,229.4
1843-TLSGD,Female,0,Yes,Yes,13,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Mailed check,20.85,0,272.35,370.25
9626-VFRGG,Female,0,No,Yes,41,1,Yes,Fiber optic,No,Yes,No,0,1,0,Month-to-month,Yes,Bank transfer (automatic),88.5,0,3645.05,69.1
7075-BNDVQ,Female,0,No,No,4,0,No phone service,DSL,Yes,No,Yes,0,0,0,Month-to-month,No,Mailed check,35.0,0,135.75,5714.2
9143-CANJF,Female,0,Yes,Yes,24,1,No,DSL,Yes,No,No,1,0,0,Month-to-month,No,Electronic check,55.15,0,1319.85,1233.25
7284-BUYEC,Female,0,No,No,5,0,No phone service,DSL,No,Yes,No,0,1,1,Month-to-month,Yes,Credit card (automatic),50.95,0,229.4,3571.6
2041-JIJCI,Female,0,No,No,5,1,Yes,DSL,No,Yes,No,0,0,1,Month-to-month,Yes,Electronic check,64.0,0,370.25,83.3
1086-LXKFY,Female,0,Yes,Yes,1,1,No,Fiber optic,No,No,No,0,0,0,Month-to-month,Yes,Mailed check,69.1,1,69.1,8035.95
4900-MSOMT,Female,0,Yes,Yes,72,1,Yes,DSL,Yes,Yes,Yes,1,1,0,Two year,No,Bank transfer (automatic),80.2,0,5714.2,579.4
2229-VWQJH,Female,0,No,No,24,1,No,DSL,No,No,Yes,0,0,0,Month-to-month,Yes,Credit card (automatic),49.3,0,1233.25,69.6
9194-GFVOI,Female,0,Yes,No,42,1,Yes,DSL,Yes,No,Yes,1,1,1,Two year,No,Credit card (automatic),84.35,0,3571.6,3066.45
1336-EZFZY,Female,0,No,No,4,1,No,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,No,Mailed check,20.05,0,83.3,305.55
4282-MSACW,Male,0,No,No,68,1,Yes,Fiber optic,Yes,Yes,Yes,1,1,1,One year,Yes,Credit card (automatic),117.2,0,8035.95,7634.25
1403-LKLIK,Female,0,Yes,Yes,33,1,No,No,No internet service,No internet service,No internet service,0,0,0,One year,No,Mailed check,20.1,0,579.4,3653.0
2636-ALXXZ,Female,1,No,No,1,1,No,Fiber optic,No,No,No,0,0,0,Month-to-month,Yes,Electronic check,69.6,1,69.6,241.3
7774-OJSXI,Male,0,No,No,31,1,Yes,Fiber optic,No,Yes,Yes,0,1,1,One year,Yes,Electronic check,103.45,1,3066.45,3870.3
7786-WBJYI,Female,0,No,No,4,1,Yes,Fiber optic,No,Yes,No,0,0,0,Month-to-month,No,Bank transfer (automatic),77.95,1,305.55,387.9
0136-IFMYD,Male,1,Yes,No,69,1,Yes,Fiber optic,No,Yes,Yes,1,1,1,Two year,Yes,Electronic check,109.95,0,7634.25,527.5
5144-TVGLP,Male,1,No,No,38,1,Yes,Fiber optic,No,No,No,0,1,1,Month-to-month,No,Electronic check,94.75,0,3653.0,78.45
9643-AVVWI,Female,0,Yes,Yes,3,1,No,Fiber optic,No,Yes,No,1,0,0,Month-to-month,Yes,Electronic check,80.0,0,241.3,2104.55
0253-ZTEOB,Female,0,Yes,Yes,48,1,Yes,DSL,No,Yes,No,1,1,1,Two year,No,Electronic check,79.65,0,3870.3,20.3
2706-QZIHY,Female,0,Yes,No,15,1,Yes,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Mailed check,25.2,0,387.9,19.2
6061-PQHMK,Female,0,No,No,25,1,No,No,No internet service,No internet service,No internet service,0,0,0,One year,No,Credit card (automatic),19.9,0,527.5,3019.1
9885-CSMWE,Female,1,No,No,1,1,No,Fiber optic,No,No,No,0,1,0,Month-to-month,No,Electronic check,78.45,1,78.45,7051.95
6137-MFAJN,Female,0,No,No,48,0,No phone service,DSL,Yes,Yes,No,0,1,0,Month-to-month,Yes,Electronic check,44.8,0,2104.55,1190.5
9122-UMROB,Male,0,No,No,1,1,No,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,No,Mailed check,20.3,0,20.3,4448.8
4232-JGKIY,Male,0,No,No,1,1,No,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,No,Electronic check,19.2,0,19.2,255.25
2402-TAIRZ,Female,0,No,No,37,1,No,Fiber optic,No,Yes,Yes,0,0,0,One year,No,Electronic check,80.05,0,3019.1,146.9
9659-ZTWSM,Male,1,Yes,No,66,1,Yes,Fiber optic,No,Yes,Yes,1,1,1,One year,Yes,Bank transfer (automatic),107.35,0,7051.95,1011.05
9139-TWBAS,Female,0,Yes,No,26,0,No phone service,DSL,Yes,Yes,Yes,0,1,0,One year,No,Bank transfer (automatic),47.85,0,1190.5,1714.95
6685-GBWJZ,Male,0,Yes,No,63,1,No,DSL,Yes,Yes,No,1,1,0,One year,No,Credit card (automatic),70.8,0,4448.8,762.5
5016-ETTFF,Male,0,No,No,10,0,No phone service,DSL,No,No,Yes,0,0,0,Month-to-month,No,Mailed check,29.5,1,255.25,535.35
3866-MDTUB,Female,0,No,No,2,1,No,DSL,Yes,No,No,0,1,1,Month-to-month,Yes,Electronic check,70.75,1,146.9,75.55
2195-VVRJF,Male,1,Yes,No,18,1,No,DSL,Yes,No,No,0,0,1,Month-to-month,Yes,Credit card (automatic),59.1,0,1011.05,338.9
3913-RDSJZ,Female,0,Yes,No,64,1,Yes,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Mailed check,25.55,0,1714.95,2497.35
8058-JMEQO,Female,1,No,No,9,1,Yes,Fiber optic,No,No,No,0,0,1,Month-to-month,Yes,Electronic check,84.45,1,762.5,6273.4
4203-QGNZA,Female,0,No,Yes,28,1,No,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,No,Mailed check,20.25,0,535.35,70.25
5043-TRZWM,Female,0,No,No,1,1,No,Fiber optic,No,No,Yes,0,0,0,Month-to-month,No,Electronic check,75.55,0,75.55,908.75
0697-ZMSWS,Male,0,No,No,4,1,Yes,Fiber optic,No,No,No,0,0,1,Month-to-month,Yes,Electronic check,85.65,1,338.9,4913.3
7657-DYEPJ,Male,1,No,No,38,1,No,DSL,No,Yes,Yes,1,1,0,One year,Yes,Credit card (automatic),70.15,1,2497.35,46.3
9494-BDNNC,Male,0,Yes,No,66,1,Yes,Fiber optic,No,Yes,Yes,0,0,1,One year,No,Electronic check,95.3,0,6273.4,212.3
1640-PLFMP,Female,0,No,No,1,1,No,Fiber optic,No,No,No,0,0,0,Month-to-month,Yes,Electronic check,70.25,0,70.25,4443.45
5366-OBVMR,Female,0,Yes,No,18,1,No,DSL,No,No,No,1,0,0,Month-to-month,Yes,Mailed check,50.3,0,908.75,316.2
8276-MQBYC,Male,1,No,No,51,1,Yes,Fiber optic,No,No,Yes,0,1,1,Month-to-month,Yes,Electronic check,97.8,1,4913.3,1079.05
7644-OMVMY,Male,0,Yes,Yes,0,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Mailed check,19.85,0,,564.65
7593-XFKDI,Male,0,No,No,1,1,No,DSL,No,No,No,0,0,0,Month-to-month,No,Mailed check,46.3,1,46.3,1095.65
4573-JKNAE,Male,0,No,Yes,12,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Bank transfer (automatic),19.35,0,212.3,6161.9
0337-CNPZE,Female,0,No,No,41,1,Yes,Fiber optic,No,Yes,Yes,0,1,1,Month-to-month,Yes,Electronic check,106.3,1,4443.45,446.05
9817-APLHW,Male,0,No,No,12,1,Yes,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,No,Electronic check,25.0,0,316.2,2106.05
8380-MQINP,Female,0,Yes,Yes,55,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Mailed check,20.3,0,1079.05,2511.55
0840-DFEZH,Female,0,No,No,7,1,Yes,Fiber optic,No,No,No,0,0,0,Month-to-month,Yes,Electronic check,75.35,0,564.65,318.6
1513-XNPPH,Female,0,No,No,12,1,No,Fiber optic,No,No,Yes,1,0,1,Month-to-month,Yes,Electronic check,89.4,1,1095.65,811.8
8690-ZVLCL,Female,0,Yes,Yes,68,1,Yes,DSL,Yes,Yes,Yes,1,1,1,Two year,No,Credit card (automatic),88.0,0,6161.9,7323.15
6015-VVHHE,Female,1,No,No,5,1,Yes,Fiber optic,No,No,No,0,1,0,Month-to-month,Yes,Credit card (automatic),83.15,1,446.05,186.05
1125-SNVCK,Female,1,No,No,49,1,No,DSL,No,No,No,0,0,0,Month-to-month,No,Mailed check,43.8,0,2106.05,454.0
0384-LPITE,Male,0,No,No,40,0,No phone service,DSL,Yes,Yes,Yes,0,1,1,One year,No,Credit card (automatic),62.05,0,2511.55,7521.95
4616-EWBNJ,Female,0,No,No,16,1,No,No,No internet service,No internet service,No internet service,0,0,0,One year,No,Bank transfer (automatic),20.1,0,318.6,1056.95
6347-DCUIK,Male,0,No,No,10,1,Yes,Fiber optic,No,No,No,0,0,0,Month-to-month,Yes,Mailed check,74.15,1,811.8,44.15
1335-HQMKX,Female,0,Yes,No,72,1,Yes,Fiber optic,No,Yes,Yes,0,1,1,One year,Yes,Electronic check,101.35,0,7323.15,834.15
2545-EBUPK,Female,1,No,No,2,1,Yes,Fiber optic,No,No,No,0,0,1,Month-to-month,Yes,Electronic check,84.05,0,186.05,85.45
6923-AQONU,Male,0,Yes,Yes,23,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Mailed check,20.9,0,454.0,999.8
2172-EJXVF,Female,1,No,No,71,1,Yes,Fiber optic,No,Yes,Yes,0,1,1,One year,Yes,Electronic check,105.9,0,7521.95,2369.7
0897-FEGMU,Female,0,Yes,No,11,1,Yes,Fiber optic,No,No,Yes,0,1,1,Month-to-month,Yes,Electronic check,99.5,1,1056.95,6297.65
7663-RGWBC,Male,0,No,No,1,1,No,DSL,No,No,No,0,0,0,Month-to-month,Yes,Mailed check,44.15,1,44.15,239.55
1120-BMWUB,Female,0,No,No,16,1,No,DSL,No,Yes,No,1,0,0,Month-to-month,Yes,Mailed check,53.9,1,834.15,59.2
9124-LHCJQ,Female,0,No,No,1,1,Yes,Fiber optic,No,No,No,0,0,1,Month-to-month,Yes,Mailed check,85.45,1,85.45,1461.45
4536-PLEQY,Male,0,Yes,No,12,1,No,Fiber optic,No,Yes,No,0,0,1,Month-to-month,Yes,Credit card (automatic),85.05,0,999.8,416.4
7029-IJEJK,Female,0,No,No,54,0,No phone service,DSL,Yes,No,No,1,0,1,One year,No,Bank transfer (automatic),44.1,0,2369.7,1060.6
8871-JLMHM,Female,0,Yes,No,68,1,Yes,Fiber optic,No,Yes,Yes,1,0,0,Two year,No,Credit card (automatic),90.2,0,6297.65,4869.35
2235-ZGKPT,Female,0,Yes,Yes,4,1,Yes,DSL,No,No,No,0,0,0,Month-to-month,No,Mailed check,50.85,1,239.55,54.9
3891-PUQOD,Female,0,No,Yes,1,1,No,DSL,No,No,Yes,0,0,1,Month-to-month,No,Electronic check,59.2,1,59.2,3265.95
5447-VYTKW,Male,0,No,No,27,1,No,DSL,Yes,No,No,1,0,0,Month-to-month,No,Mailed check,53.45,0,1461.45,2254.2
3623-FQBOX,Male,0,No,No,21,1,No,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,Yes,Mailed check,19.95,0,416.4,358.15
0689-NKYLF,Male,0,No,No,13,1,No,Fiber optic,No,No,Yes,0,1,0,Month-to-month,Yes,Electronic check,83.2,1,1060.6,2939.8
8659-HDIYE,Female,1,No,No,64,1,Yes,DSL,No,Yes,Yes,1,0,1,Month-to-month,No,Credit card (automatic),74.65,0,4869.35,4652.4
3658-KIBGF,Female,0,No,No,1,1,No,DSL,Yes,Yes,No,0,0,0,Month-to-month,Yes,Electronic check,54.9,1,54.9,4408.45
3474-BAFSJ,Male,0,Yes,No,57,0,No phone service,DSL,No,Yes,Yes,1,1,1,Two year,Yes,Bank transfer (automatic),57.5,0,3265.95,580.8
5519-YLDGW,Female,0,Yes,No,21,1,Yes,Fiber optic,Yes,No,Yes,0,1,1,Month-to-month,Yes,Electronic check,103.9,1,2254.2,2495.2
3865-ZFZIB,Male,0,No,No,19,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Mailed check,19.65,0,358.15,180.3
1855-AGAWH,Male,0,Yes,No,31,1,No,Fiber optic,No,No,Yes,0,1,1,One year,Yes,Electronic check,93.8,0,2939.8,5913.95
7109-CQYUZ,Male,0,No,No,52,1,Yes,DSL,Yes,Yes,Yes,1,1,1,Two year,Yes,Mailed check,89.25,0,4652.4,158.4
1370-GGAWX,Female,0,No,No,46,1,Yes,Fiber optic,No,Yes,Yes,0,0,1,One year,Yes,Electronic check,94.15,0,4408.45,104.2
4680-KUTAJ,Female,1,No,No,11,1,Yes,DSL,Yes,No,No,0,0,0,Month-to-month,Yes,Electronic check,55.6,0,580.8,1389.35
5307-UVGNB,Female,0,Yes,Yes,53,0,No phone service,DSL,Yes,Yes,Yes,0,0,1,Month-to-month,Yes,Bank transfer (automatic),48.7,0,2495.2,19.4
4946-EDSEW,Female,0,Yes,Yes,11,1,No,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,Yes,Mailed check,19.25,1,180.3,1629.2
2883-ILGWO,Male,1,No,No,57,1,Yes,Fiber optic,No,Yes,No,1,1,1,Month-to-month,Yes,Bank transfer (automatic),104.9,0,5913.95,6033.1
2516-VQRRV,Female,1,No,No,2,1,Yes,Fiber optic,No,No,No,0,0,0,Month-to-month,Yes,Mailed check,75.45,1,158.4,44.4
7580-UGXNC,Female,1,No,No,2,1,No,DSL,Yes,Yes,No,0,0,0,Month-to-month,No,Mailed check,54.85,1,104.2,95.1
3642-BYHDO,Female,0,Yes,Yes,71,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Bank transfer (automatic),19.9,0,1389.35,3320.75
9629-NHXFW,Female,0,Yes,Yes,1,1,No,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,Yes,Mailed check,19.4,0,19.4,1867.7
2696-RZVZW,Male,0,Yes,No,68,1,Yes,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Credit card (automatic),25.05,0,1629.2,438.0
5766-FTRTS,Male,0,Yes,No,72,1,No,DSL,Yes,Yes,Yes,1,1,1,Two year,No,Mailed check,84.45,0,6033.1,325.45
0396-HUJBP,Female,0,No,No,2,1,No,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,No,Mailed check,19.3,0,44.4,1148.1
5178-LMXOP,Male,1,Yes,No,1,1,Yes,Fiber optic,No,No,No,0,1,1,Month-to-month,Yes,Electronic check,95.1,1,95.1,3972.25
8879-ZKJOF,Female,0,No,No,41,1,No,DSL,Yes,No,Yes,1,1,1,One year,Yes,Bank transfer (automatic),79.85,0,3320.75,155.9
6285-FTQBF,Male,0,Yes,Yes,72,1,Yes,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Credit card (automatic),25.55,0,1867.7,3673.15
8185-UPYBR,Male,0,Yes,No,6,1,Yes,Fiber optic,No,No,No,0,0,0,Month-to-month,Yes,Electronic check,75.5,1,438.0,70.6
4585-HETAI,Female,0,Yes,Yes,4,1,No,Fiber optic,No,No,Yes,0,0,0,Month-to-month,Yes,Electronic check,73.75,1,325.45,1126.75
7526-BEZQB,Male,0,No,No,12,1,Yes,Fiber optic,No,No,No,0,1,1,Month-to-month,Yes,Electronic check,96.05,1,1148.1,73.45
1474-JUWSM,Female,0,Yes,No,58,1,Yes,DSL,Yes,No,No,1,0,1,One year,Yes,Electronic check,68.4,0,3972.25,2413.05
3530-CRZSB,Female,0,No,No,7,1,No,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,No,Mailed check,20.65,0,155.9,6912.7
8498-XXGWA,Female,0,Yes,No,65,1,No,DSL,Yes,No,Yes,0,0,0,Month-to-month,Yes,Mailed check,55.15,0,3673.15,1581.95
9617-INGJY,Male,0,No,No,1,1,No,Fiber optic,No,No,No,0,0,0,Month-to-month,Yes,Mailed check,70.6,0,70.6,5586.45
0621-TSSMU,Male,0,Yes,No,56,1,No,No,No internet service,No internet service,No internet service,0,0,0,One year,No,Credit card (automatic),19.95,0,1126.75,5846.65
7234-KMNRQ,Male,0,No,No,4,1,No,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,No,Mailed check,19.0,0,73.45,6424.7
7636-PEPNS,Female,0,Yes,Yes,58,1,No,DSL,No,No,No,0,0,0,One year,Yes,Mailed check,44.1,0,2413.05,6018.65
4683-WYDOU,Male,0,Yes,No,62,1,Yes,Fiber optic,No,No,Yes,1,1,1,Two year,Yes,Bank transfer (automatic),107.6,0,6912.7,3373.4
9052-DHNKM,Male,0,No,No,26,1,Yes,DSL,Yes,Yes,No,0,0,0,One year,No,Electronic check,61.55,0,1581.95,1537.9
6794-HKIAJ,Male,0,No,No,62,1,Yes,Fiber optic,Yes,Yes,Yes,0,0,0,Month-to-month,No,Bank transfer (automatic),90.7,0,5586.45,1080.55
5578-NKCXI,Female,0,Yes,Yes,58,1,No,Fiber optic,Yes,Yes,No,0,1,1,One year,No,Credit card (automatic),99.25,0,5846.65,355.2
1642-HMARX,Female,0,Yes,No,68,1,Yes,DSL,Yes,Yes,Yes,1,1,1,Two year,Yes,Electronic check,91.7,0,6424.7,82.85
3096-WPXBT,Female,0,Yes,Yes,61,1,Yes,Fiber optic,Yes,Yes,Yes,0,0,1,One year,Yes,Credit card (automatic),100.7,0,6018.65,2016.45
8434-PNQZX,Female,0,No,No,42,1,Yes,DSL,No,No,Yes,1,1,1,Two year,Yes,Credit card (automatic),78.45,0,3373.4,5327.25
