gender,tenure,PhoneService,TechSupport,StreamingTV,StreamingMovies,Churn,TotalCharges
Male,17,1,0,0,0,0,934.15
Male,3,1,0,0,0,1,123.65
Male,70,1,1,1,1,1,7534.65
Male,1,1,0,0,0,0,19.45
Male,43,1,0,1,0,0,3645.6
Female,16,1,0,0,0,0,314.45
Female,57,1,0,0,0,0,3053.0
Male,37,1,0,0,0,0,677.05
Female,72,1,1,1,1,0,7965.95
Female,11,1,0,0,1,1,906.85
Female,50,1,0,1,0,1,4888.7
Male,5,1,0,0,0,1,237.25
Male,1,1,0,0,0,1,74.6
Male,16,1,0,0,0,1,342.4
Male,2,1,0,0,0,0,140.1
Female,17,1,1,1,0,0,1108.0
Female,16,1,0,0,0,0,295.55
Female,15,1,0,0,1,1,892.65
Female,10,1,0,0,0,0,198.25
Female,46,1,1,1,1,1,4822.85
Male,64,1,1,1,1,0,6741.15
Female,1,1,0,0,0,0,79.15
Male,25,1,0,0,0,0,1355.45
Male,71,1,1,1,0,0,7209.0
Male,8,1,0,0,0,1,438.4
Female,72,1,1,1,1,0,7726.35
Female,49,0,0,1,0,0,2070.75
Male,29,0,1,0,1,0,1636.95
Male,72,1,1,0,1,0,7581.5
Male,31,1,0,1,0,1,3019.5
Female,50,1,0,1,1,0,4729.75
Male,71,1,1,1,1,0,6126.1
Male,70,1,1,1,1,0,6333.4
Male,71,1,1,0,1,0,6687.85
Male,61,1,1,0,0,0,4158.25
Male,32,1,1,1,1,1,3183.4
Female,1,1,0,0,1,1,79.6
Male,68,1,0,0,1,0,7149.35
Male,62,1,0,0,0,0,1429.65
Female,7,1,0,0,0,0,472.65
Male,20,1,0,1,0,1,1734.5
Male,6,1,0,0,0,0,113.5
Female,33,0,0,1,1,0,1884.65
Male,28,1,0,1,1,0,2568.15
Male,27,1,0,0,0,0,470.0
Male,7,1,0,0,0,0,278.4
Male,26,1,1,0,0,1,2088.8
Male,5,1,0,0,1,1,502.6
Male,30,1,0,0,1,0,2595.85
Male,63,1,0,0,1,0,5825.5
Male,1,1,0,0,0,1,50.75
Female,53,1,1,1,1,0,4449.75
Female,14,1,1,0,1,1,1208.35
Female,21,1,1,1,1,0,1956.4
Male,17,1,0,0,0,0,310.6
Male,16,1,0,0,0,0,290.55
Female,35,1,0,0,1,0,2096.1
Female,32,1,0,0,1,0,2665.0
Female,28,1,0,0,0,0,543.8
Female,1,1,0,0,0,0,20.35
Male,59,0,1,1,1,0,3005.8
Female,72,1,0,0,0,0,1623.15
Male,36,1,1,0,1,1,2498.4
Female,40,1,0,1,0,0,2586.0
Male,40,1,0,0,0,0,3292.3
Female,9,1,1,1,1,1,651.4
Male,63,1,1,1,0,0,4674.55
Female,3,1,0,1,0,0,232.35
Male,40,0,1,1,1,0,2448.5
Male,8,1,0,0,0,0,658.1
Male,34,1,1,1,0,0,3128.8
Male,5,0,1,0,0,1,223.45
Male,9,1,0,1,1,1,919.4
Male,9,1,0,0,1,0,653.95
Male,31,1,0,0,1,0,1825.5
Female,50,1,0,0,0,0,943.1
Female,2,1,1,0,0,1,181.65
Female,1,1,0,0,0,1,45.65
Male,8,1,0,0,0,1,551.35
Female,9,0,0,0,1,0,359.4
Female,2,1,0,0,0,1,115.95
Female,3,1,0,0,0,1,165.2
Male,25,1,1,1,1,0,2338.35
Male,1,1,0,0,0,0,46.3
Female,45,1,1,1,0,0,3541.1
Male,51,1,0,0,0,1,4146.05
Female,55,1,0,0,0,0,1087.25
Female,38,1,0,0,0,0,2522.4
Male,2,1,0,0,0,1,81.0
Male,38,1,0,0,0,0,717.3
Male,34,1,0,0,0,0,1734.2
Female,70,1,0,1,1,0,7069.3
Female,13,1,1,0,0,0,742.9
Male,39,1,0,0,0,1,3017.65
Female,61,1,0,1,1,0,6423.0
Female,12,1,0,1,1,1,1164.3
Male,41,1,1,1,1,0,4220.35
Male,21,1,0,0,0,0,1558.7
Male,55,0,0,1,1,0,2743.45
Male,69,0,1,1,1,0,4055.5
Male,26,1,0,1,1,1,2710.25
Female,69,1,0,0,1,0,6055.55
Female,18,0,0,1,1,1,810.7
Male,47,1,0,0,0,0,2538.2
Female,72,1,1,1,1,0,6129.2
Male,33,0,1,1,0,0,1750.85
Female,2,0,0,0,0,1,36.55
Female,72,1,1,1,1,0,6652.45
Male,37,1,0,0,0,0,2575.45
Female,62,1,0,0,1,0,6019.35
Female,71,1,0,0,0,0,1379.6
Male,23,1,1,0,0,0,1284.2
Female,16,1,0,0,0,0,296.15
Male,9,1,1,1,0,0,653.25
Male,17,1,0,0,0,0,412.6
Female,4,1,0,0,0,1,85.5
Female,1,1,0,0,0,1,49.55
Female,24,1,0,0,0,0,1928.7
Female,1,1,0,0,0,0,71.25
Male,72,1,1,1,1,0,7845.8
Female,72,1,0,0,0,0,1750.7
Female,11,1,0,0,0,0,216.2
Male,9,1,0,0,0,1,178.5
Female,2,1,0,0,0,1,115.1
Female,60,1,0,1,1,0,6029.0
Male,29,1,0,0,1,1,2745.2
Female,49,1,1,1,1,0,3721.9
Female,30,1,0,1,1,0,3121.1
Female,53,1,0,0,0,0,990.45
Male,39,1,0,0,0,0,1004.35
Female,9,1,0,0,0,0,157.65
Male,39,1,1,0,0,0,3219.75
Male,8,1,0,0,0,0,572.85
Female,51,1,0,0,1,0,4554.85
Male,71,1,0,0,0,0,1847.55
Male,71,1,0,0,0,0,1766.75
Female,70,1,0,0,0,0,1462.05
Female,1,0,0,0,0,1,25.25
Male,38,0,1,1,1,0,2193.2
Female,28,1,0,0,1,0,2433.5
Female,32,1,0,0,0,0,641.15
Male,49,1,0,0,0,0,2398.4
Female,37,1,0,0,0,0,861.85
Female,10,1,1,0,0,0,583.0
Male,67,1,0,1,1,0,7332.4
Male,7,0,1,0,0,0,249.55
Female,51,1,0,1,1,0,4475.9
Female,9,1,0,0,0,1,416.45
Female,9,1,0,1,1,0,788.6
Male,4,1,1,0,0,0,202.3
Male,71,1,0,1,0,0,6994.6
Female,50,1,0,1,0,1,4116.15
Female,24,1,0,1,1,0,2263.45
Male,22,1,0,1,0,0,1374.35
Male,44,1,0,1,1,0,4915.15
Female,33,1,0,0,0,0,838.5
Female,1,1,0,0,0,1,75.1
Female,54,1,0,1,1,1,3715.65
Male,42,1,0,1,1,1,4273.45
Female,1,1,0,0,0,1,45.8
Female,1,1,0,0,0,0,20.5
Male,30,1,1,1,0,0,2044.75
Female,1,0,1,0,0,0,30.55
Male,16,1,1,1,1,0,1398.25
Male,1,1,0,0,0,1,20.1
Male,9,0,1,1,0,1,328.95
Male,46,1,0,1,1,1,4680.05
Male,1,1,0,0,0,1,69.1
Male,71,1,1,0,0,0,3778.2
Male,43,1,0,0,0,0,3161.4
Male,50,0,1,1,0,0,2188.45
Female,13,1,0,0,0,1,999.45
Male,19,1,1,1,1,1,1888.65
Female,41,1,0,1,1,0,3990.6
Female,1,1,0,0,0,1,71.15
Female,24,0,0,1,1,1,1240.25
Female,40,1,0,1,0,0,2635.0
Female,3,1,0,1,0,0,235.0
Female,37,1,0,1,0,0,2347.85
Female,67,1,1,1,1,1,7156.2
Female,32,1,0,1,1,0,3089.6
Female,6,1,1,0,0,1,270.8
Female,32,1,0,1,0,0,2901.8
Female,59,1,0,0,0,0,4949.1
Female,30,1,1,0,1,0,2198.9
Male,20,1,0,0,0,1,374.5
Female,27,1,0,0,0,0,761.95
Female,20,1,0,0,0,1,1520.9
Male,9,1,0,0,0,0,190.25
Female,68,1,0,1,0,0,5163.0
Female,69,1,1,0,0,0,4059.85
Male,26,1,1,0,0,0,2281.6
Male,69,1,0,0,0,0,1356.7
Male,11,1,0,0,0,0,231.45
Male,1,1,0,0,0,0,50.75
Male,10,1,0,0,0,0,242.4
Female,55,1,1,0,1,0,4264.25
Male,44,1,1,1,0,0,2774.55
Male,46,1,0,0,1,1,3605.2
Male,69,1,0,0,0,0,4069.9
Male,11,1,0,0,1,0,874.2
Female,11,1,0,1,1,1,1145.35
Male,29,1,0,0,0,0,1323.7
Female,57,1,0,1,1,0,5497.05
Male,28,1,0,0,0,0,534.7
Female,42,1,0,0,0,0,2455.05
Female,2,1,0,0,0,1,38.7
Male,23,0,1,0,0,0,947.4
Female,18,1,0,0,0,0,357.0
Male,62,1,0,0,0,0,1476.25
Female,1,1,0,0,0,1,70.8
Male,16,1,1,0,1,1,1448.6
Female,3,1,0,1,1,1,291.9
Male,67,1,1,1,1,0,5903.15
Male,62,1,0,0,0,0,1201.65
Female,57,1,0,1,1,1,5921.35
Male,2,1,0,0,0,0,146.65
Female,23,1,1,1,0,0,1759.4
Female,25,0,1,0,0,0,844.45
Female,72,1,1,1,1,0,7774.05
Female,2,1,0,1,0,0,134.05
Female,8,1,0,0,0,0,140.95
Female,5,1,0,0,0,1,249.95
Male,35,0,0,1,1,0,1701.65
Male,24,1,0,0,0,0,592.65
Female,2,1,0,0,0,0,135.75
Male,72,1,1,0,1,0,7732.65
Female,41,1,1,1,0,0,4282.4
Male,4,1,0,0,0,1,219.65
Male,26,1,0,0,0,0,2018.1
Male,7,1,0,1,1,1,669.0
Female,1,1,0,0,0,1,68.95
Female,4,1,1,0,0,0,224.85
Male,48,1,1,1,1,0,3771.5
Male,2,1,0,1,1,1,196.75
Female,12,1,1,1,1,0,943.85
Male,60,1,1,1,1,0,6572.85
Male,55,1,1,0,0,0,3175.85
Male,1,0,1,0,0,0,29.15
Male,1,1,0,0,0,0,20.05
Male,4,1,0,0,0,1,318.9
Male,1,0,0,0,0,1,24.45
Female,42,1,1,0,1,0,2762.75
Female,1,1,0,0,0,0,49.55
Male,7,1,0,1,0,1,631.85
Male,3,1,0,0,0,0,232.5
Female,72,1,0,1,1,0,5919.35
Male,15,1,0,0,0,0,749.25
Male,4,1,0,1,0,1,307.4
Female,11,1,0,0,0,0,245.15
Female,5,1,0,0,0,0,134.75
Female,1,1,0,0,0,1,55.8
Male,72,1,1,1,1,0,8240.85
Female,55,1,0,0,0,0,4266.4
Female,40,1,0,0,0,0,1077.5
Female,57,1,0,0,0,0,1115.6
Male,1,1,0,1,0,1,79.05
Male,1,1,0,1,1,1,95.0
Female,1,0,0,0,0,1,25.2
Male,52,1,0,1,1,0,4079.55
Male,41,1,0,1,1,1,4187.75
Male,43,1,0,1,0,0,2391.15
Female,47,1,0,0,0,0,890.5
Male,3,1,0,0,0,0,137.25
Male,66,1,1,1,0,1,5154.6
Male,55,1,1,0,0,0,3119.9
Male,29,1,0,0,0,0,529.5
Female,12,1,0,1,0,0,966.55
Female,66,1,0,1,1,0,6936.85
Male,35,1,0,1,1,1,3496.3
Male,10,1,0,0,1,1,914.3
Male,27,1,0,0,0,0,1929.0
Female,58,1,1,1,1,0,5817.7
Male,54,1,1,1,1,1,6110.2
Male,9,1,0,0,0,0,178.8
Male,2,1,0,0,0,1,28.3
Male,6,1,0,0,0,0,435.0
Female,26,1,0,1,1,1,2351.8
Female,9,1,0,0,0,0,186.15
Male,8,1,0,0,0,0,445.85
Male,12,1,0,1,0,0,912.0
Female,15,1,0,0,0,1,679.55
Male,43,1,0,1,1,0,3581.6
Male,42,1,1,1,1,0,4222.95
Female,31,1,1,0,0,1,1994.3
Female,66,1,1,0,0,0,5930.05
Female,18,1,1,0,0,1,1505.85
Male,1,1,0,0,0,0,20.0
Male,61,1,1,1,0,1,5638.3
Male,10,1,0,0,0,0,797.25
Male,1,1,0,0,0,1,71.65
Female,18,1,0,0,0,0,1359.45
Male,24,1,0,1,1,1,2542.45
Female,3,1,0,0,0,0,54.7
Male,50,1,0,0,0,0,989.05
Male,1,1,0,0,0,0,44.55
Male,2,1,1,0,0,0,87.3
Male,17,1,0,0,0,0,351.55
Male,69,1,0,1,1,0,7297.75
Male,72,1,1,1,1,0,6301.7
Female,3,1,0,0,0,1,210.3
Male,50,1,0,0,1,0,3822.45
Female,53,1,0,0,0,0,1048.45
Female,58,1,1,1,1,0,6393.65
Male,46,0,0,0,0,0,1489.3
Male,72,1,1,1,1,0,8061.5
Female,1,1,0,0,0,1,74.2
Female,6,1,0,1,0,0,518.75
Male,72,1,1,0,1,0,5763.15
Male,4,1,0,0,1,0,238.5
Female,52,1,0,0,0,0,1031.7
Male,0,1,0,0,0,0,
Female,2,1,0,0,0,0,34.8
Female,65,1,0,0,0,0,1319.95
Male,43,1,0,1,1,1,4388.4
Male,4,1,0,1,1,1,420.2
Male,25,1,0,0,1,1,2177.45
Female,51,1,1,1,1,0,3950.85
Male,12,1,0,1,1,0,827.05
Female,57,1,0,1,1,1,3913.3
Female,24,1,0,0,0,0,533.5
Female,64,1,1,0,0,0,3756.45
Female,4,1,1,1,1,1,443.9
Female,26,1,0,1,1,0,2599.95
Female,15,1,0,0,0,0,284.3
Male,64,1,0,0,0,0,1740.8
Male,36,1,0,1,1,1,3436.1
Female,27,1,0,1,1,0,2462.55
Male,1,1,0,0,0,1,70.85
Female,35,1,1,1,1,1,3110.1
Male,4,1,0,0,0,1,280.85
Female,8,1,0,0,0,0,411.75
Male,10,1,0,0,0,0,198.6
Female,2,1,0,0,0,0,103.7
Female,58,1,0,1,1,1,6144.55
Male,51,1,1,1,1,0,4089.45
Female,46,1,0,0,0,0,864.2
Male,1,1,0,0,0,0,19.65
Male,46,1,0,0,0,0,3249.4
Female,50,1,1,1,1,0,5405.8
Male,53,1,1,1,0,0,3363.8
Male,61,1,1,1,1,0,7132.15
Male,5,1,0,0,0,0,93.55
Male,47,1,1,1,1,0,4138.9
Female,54,1,0,1,0,0,5121.75
Male,19,0,0,0,0,0,566.1
Female,26,1,1,1,1,0,2715.3
Male,70,1,0,0,0,0,1782.05
Male,17,1,0,1,1,0,1742.5
Female,30,1,0,1,1,1,2983.8
Female,1,1,0,0,0,0,24.0
Female,19,1,0,0,0,0,485.9
Female,26,1,0,1,1,0,1905.7
Female,21,1,0,0,0,1,1565.7
Male,50,1,0,1,1,0,4858.7
Female,68,0,0,1,1,0,3723.65
Male,3,1,0,1,1,1,298.35
Male,9,1,1,1,1,0,970.45
Female,51,0,1,0,0,0,1782.0
Female,9,1,0,0,0,0,405.7
Male,41,1,1,1,1,1,4534.9
Male,22,1,0,1,1,0,2415.95
Female,21,0,0,1,1,1,1157.05
Male,71,1,1,1,1,0,8297.5
Male,1,1,0,0,0,1,45.75
Male,26,1,1,1,1,0,2083.1
Male,71,1,1,0,0,0,4681.75
Male,4,1,0,0,0,0,176.2
Female,12,1,0,0,0,0,1001.2
Female,18,1,1,1,0,0,1594.75
Female,3,1,0,0,0,0,212.4
Female,72,1,0,1,1,0,7677.4
Male,11,1,0,0,0,1,815.5
Female,1,1,0,0,1,1,80.15
Male,13,1,0,0,0,0,259.65
Female,72,1,1,1,1,1,8109.8
Male,42,1,0,0,0,0,2386.85
Female,17,1,0,0,0,0,340.35
Female,7,1,0,0,0,0,419.35
Female,68,1,1,1,1,0,7990.05
Male,56,1,0,0,0,0,1402.25
Female,38,1,0,0,0,0,749.35
Female,72,1,1,1,1,0,8425.15
Female,48,1,0,0,0,0,1171.5
Female,52,1,0,1,1,0,5647.95
Female,35,1,0,0,0,0,708.8
Male,67,1,1,1,1,0,7567.2
Female,1,0,0,0,0,0,29.9
Male,53,1,1,0,0,0,4348.1
Male,34,1,0,0,0,0,635.9
Female,3,0,0,1,0,1,108.95
Female,1,1,0,1,0,1,78.8
Male,19,1,1,1,0,0,1682.4
Female,60,1,1,1,1,0,6925.9
Male,11,1,0,0,0,0,223.15
Female,47,1,0,1,1,1,5127.95
Male,18,1,0,0,0,1,874.8
Female,60,1,1,1,1,0,6758.45
Male,72,1,0,0,0,0,1874.3
Male,39,1,0,0,0,0,791.15
Female,59,1,0,0,0,0,4639.45
Male,2,1,0,0,0,0,143.9
Male,1,1,0,0,0,1,69.1
Male,20,1,0,1,1,1,1776.55
Female,6,1,0,1,1,1,536.4
Male,71,1,1,0,0,0,6172.0
Female,24,1,0,0,0,0,1559.45
Male,67,1,0,1,1,0,6079.0
Male,1,1,0,0,1,1,80.85
Female,48,1,0,0,1,1,4029.95
Female,37,1,1,0,1,0,2658.4
Male,11,0,0,0,0,0,383.55
Male,3,1,0,0,0,1,51.15
Female,18,1,0,1,1,0,1745.5
Male,50,1,0,0,0,0,2230.85
Female,67,1,1,1,1,0,7281.6
Female,25,1,1,0,1,0,1837.7
Female,2,1,0,0,0,1,149.55
Male,9,1,0,0,0,0,180.7
Female,10,0,1,0,0,0,411.45
Female,70,1,0,0,0,0,1328.35
Male,9,1,1,0,1,0,576.95
Female,4,1,0,0,0,0,68.45
Female,2,1,0,0,0,0,123.05
Female,1,1,0,0,1,1,78.65
Male,19,0,0,0,0,0,468.35
Male,7,1,0,0,0,0,174.7
Male,1,1,0,0,0,1,42.9
Male,1,1,0,0,0,0,44.0
Female,9,1,0,0,0,0,172.35
Female,3,0,1,0,0,1,139.35
Female,9,0,1,1,1,1,539.85
Female,5,1,0,0,0,0,300.4
Female,56,1,0,1,1,0,4968.0
Female,18,1,0,0,0,0,992.7
Male,49,1,0,1,1,1,4718.25
Male,70,1,1,1,0,0,5536.5
Female,72,1,1,1,1,0,7806.6
Female,6,1,0,0,0,1,434.1
Male,17,1,0,1,1,0,1563.9
Male,29,0,0,1,1,0,1332.4
Female,6,1,0,1,1,1,545.2
Male,63,1,0,1,1,0,6296.75
Male,16,1,0,0,0,1,1284.2
Male,59,1,0,0,1,0,3645.5
Female,3,1,0,1,0,0,161.45
Female,8,0,0,0,0,0,226.95
Female,7,1,0,0,1,1,646.85
Female,68,1,0,0,0,0,1441.65
Female,68,1,1,1,1,0,7511.3
Female,52,1,0,1,1,0,5621.85
Male,72,1,1,1,1,0,7919.8
Female,32,1,0,0,0,0,593.2
Female,72,1,0,0,0,0,1423.65
Male,1,1,0,0,0,0,69.95
Male,42,1,1,0,1,0,2763.35
Female,25,1,0,0,0,1,692.1
Male,45,1,0,0,0,0,2298.55
Female,43,0,1,1,1,0,2640.55
Male,37,1,0,1,1,0,2911.8
Female,20,1,0,0,1,1,1727.5
Female,4,0,0,0,0,1,86.6
Male,63,1,1,1,1,0,6705.7
Male,3,1,0,1,1,0,237.65
Male,66,1,0,0,0,0,1672.35
Male,28,1,0,1,1,1,2979.5
Female,8,1,0,0,1,0,695.75
Male,71,1,0,0,0,0,1654.6
Male,1,0,0,0,0,1,24.25
Female,72,1,0,0,0,0,1857.85
Male,16,1,0,0,0,0,825.1
Male,66,1,1,0,0,0,6424.25
Female,11,1,0,0,0,1,837.95
Male,51,1,1,1,0,0,4126.2
Female,8,0,0,0,1,0,330.8
Male,14,1,0,1,1,0,1337.45
Female,4,1,1,0,1,1,362.2
Female,70,1,0,1,1,0,5991.05
Female,70,1,1,0,0,0,4891.5
Female,54,1,0,1,1,1,5373.1
Male,28,1,0,0,0,1,2068.55
Male,24,1,0,0,0,0,487.05
Female,69,1,0,0,1,0,4131.2
Male,42,1,0,0,0,0,2301.15
Female,2,1,0,0,0,1,131.65
Female,39,1,0,1,1,0,4036.0
Male,45,1,1,1,1,0,4900.65
Male,72,1,1,1,0,0,5727.45
Female,38,1,0,0,0,0,743.05
Male,72,1,1,0,0,0,4804.65
Male,1,1,0,0,0,1,24.05
Male,72,1,0,0,0,0,1414.65
Male,55,1,0,0,0,0,1443.65
Female,51,0,1,1,1,0,2898.95
Male,63,1,1,1,1,0,5309.5
Female,1,1,0,0,0,0,20.4
Female,23,1,0,0,0,0,451.55
Female,1,1,0,0,0,1,50.55
Female,2,1,1,0,0,0,117.05
Female,52,1,0,1,1,0,5839.3
Female,36,1,0,0,0,0,1893.5
Female,1,1,0,0,0,0,45.35
Female,28,1,0,0,0,0,1654.45
Female,7,1,0,1,0,0,477.05
Male,14,1,0,1,1,1,1415.55
Male,72,0,1,1,1,0,4546.0
Female,1,1,0,0,0,1,20.5
Female,10,1,0,0,0,0,163.2
Male,42,1,0,0,0,0,849.9
Female,7,0,0,0,0,0,189.95
Male,4,1,0,0,0,1,321.9
Male,72,1,1,1,1,0,8058.55
Female,20,0,0,0,0,1,482.8
Male,63,1,1,1,1,0,7049.75
Female,56,0,1,0,0,0,2560.1
Female,5,1,1,0,0,0,286.8
Female,72,1,1,1,1,0,7982.5
Male,68,1,0,0,0,0,5683.6
Male,67,1,1,0,0,0,3994.05
Male,8,1,0,0,0,0,369.15
Male,52,1,1,0,1,0,4631.7
Female,18,1,0,0,0,0,401.95
Female,59,1,0,0,0,0,1534.05
Female,60,1,0,0,0,0,1093.0
Male,7,1,0,1,1,0,701.3
Male,59,0,0,0,0,0,1980.3
Male,46,0,1,1,1,0,2893.4
Male,5,1,0,0,0,0,262.3
Male,59,0,1,1,1,0,3886.85
Female,70,1,1,1,1,0,5917.55
Female,14,1,0,0,0,1,914.0
Female,44,1,0,0,0,0,2139.1
Female,64,1,0,1,0,0,5948.7
Female,58,0,1,1,1,0,3624.35
Female,46,1,1,1,1,0,4753.85
Male,58,1,0,1,1,0,5780.7
Female,72,1,0,1,1,0,6869.7
Female,30,0,0,1,0,1,1172.95
Male,11,1,0,0,0,0,662.95
Female,34,0,0,1,1,0,1765.95
Male,54,0,0,0,1,0,2431.95
Female,3,0,0,1,1,1,155.35
Female,72,1,0,0,0,0,1859.2
Female,40,1,1,0,0,1,3303.05
Female,2,1,0,1,1,1,134.35
Male,54,1,0,0,1,0,3409.1
Female,14,1,0,0,0,0,709.5
Female,1,1,0,0,0,1,70.5
Female,10,1,0,0,1,1,953.45
Female,1,1,0,0,0,0,50.15
Male,1,1,0,0,0,1,19.75
Male,56,1,1,0,0,0,3665.55
Female,68,1,1,1,1,0,5515.8
Female,14,1,0,0,0,0,272.0
Male,68,1,1,1,1,0,6668.0
Male,55,1,0,0,0,0,4052.4
Female,16,0,0,1,0,0,664.4
Male,9,1,0,0,1,0,718.55
Male,14,1,0,1,0,1,937.6
Male,58,1,0,1,1,1,5812.6
Male,53,0,0,0,1,0,2546.85
Male,70,1,0,1,0,0,6944.5
Female,14,1,0,1,1,0,1346.3
Male,22,1,1,1,0,1,1544.05
Female,10,1,0,0,0,0,765.15
Female,29,1,0,0,0,0,692.55
Female,1,1,0,0,0,1,69.6
Male,49,1,1,1,1,1,4059.35
Female,68,1,0,1,1,1,6851.65
Female,1,1,0,1,0,1,78.05
Female,30,0,1,0,1,0,1187.05
Female,72,1,1,1,0,0,5401.9
Female,10,1,0,0,0,0,247.0
Male,7,1,0,0,0,1,520.0
Female,9,1,0,0,0,1,706.6
Female,1,1,0,0,0,0,49.9
Female,20,1,1,0,1,0,1370.35
Female,1,1,0,0,0,0,20.25
Female,29,1,0,0,0,0,2215.25
Male,1,1,1,0,0,0,74.0
Male,3,1,1,0,0,0,214.4
Female,20,1,0,1,0,0,1871.15
Male,64,1,1,1,1,0,6171.2
Male,1,1,0,0,0,1,20.2
Female,6,0,0,0,0,0,161.45
Male,50,1,0,0,0,0,1013.2
Male,6,1,0,0,1,0,336.7
Male,7,1,0,0,0,0,333.65
Male,72,1,0,0,1,0,6511.8
Male,8,1,0,0,0,0,393.45
Female,67,1,1,1,1,0,7009.5
Female,24,1,0,1,1,1,2264.05
Female,72,1,0,0,1,0,6921.7
Male,33,1,0,0,0,0,600.25
Male,2,0,0,0,0,1,56.35
Male,70,1,1,0,1,0,4664.15
Female,22,1,0,1,0,0,1441.8
Female,59,1,0,0,1,0,5623.7
Male,36,1,0,0,0,0,695.85
Female,51,1,0,0,0,0,1028.75
Male,53,1,1,1,0,0,4155.95
Female,20,1,0,0,0,0,395.6
Male,63,1,0,1,1,0,6330.4
Female,40,1,0,0,0,0,2971.7
Male,35,1,0,0,0,0,638.0
Male,26,1,0,0,1,0,2034.25
Male,27,1,0,0,1,1,2510.2
Male,53,1,1,0,0,0,3419.5
Male,34,1,0,0,0,0,2427.35
Female,19,1,0,1,1,0,1760.25
Male,43,1,0,0,0,0,3551.65
Male,6,1,0,0,0,0,122.9
Male,56,1,0,0,0,0,1424.2
Male,57,0,0,1,0,1,2111.45
Male,34,1,0,1,0,0,2909.95
Female,10,0,1,0,0,0,374.0
Female,1,1,0,0,0,1,20.25
Female,13,0,0,0,0,1,300.8
Male,56,1,0,1,1,0,5581.05
Female,55,1,0,1,1,0,5676.65
Female,36,1,1,1,1,0,3379.25
Male,47,1,0,0,0,0,942.95
Female,12,1,0,0,0,0,232.4
Female,1,1,0,1,0,1,85.45
Male,24,1,0,0,0,0,2088.45
Female,63,1,0,1,1,1,6137.0
Female,35,0,0,1,0,0,1434.6
Female,67,1,1,0,0,0,3870.0
Male,25,1,0,0,1,1,2043.45
Male,21,1,0,1,1,0,2215.0
Female,13,1,1,0,1,0,842.25
Male,35,1,0,0,0,1,2576.2
Male,71,1,0,0,0,0,1901.0
Female,29,1,0,0,0,0,601.6
Male,71,0,0,1,1,1,3515.25
Male,7,1,0,1,1,0,605.45
Female,57,0,0,1,1,0,3094.05
Male,65,1,1,0,1,0,4929.55
Male,27,1,0,0,0,0,595.05
Male,6,1,0,0,0,1,469.8
Female,72,1,1,1,1,0,8436.25
Male,1,1,0,0,0,0,19.75
Male,11,1,0,0,0,0,492.0
Male,39,1,0,0,0,0,987.95
Female,59,1,0,0,0,0,5496.9
Male,26,1,1,1,1,0,1908.35
Male,2,1,0,0,0,0,107.1
Female,72,0,1,1,1,0,4575.35
Male,65,1,0,0,0,0,4309.55
Male,72,1,1,1,1,0,7922.75
Male,6,1,1,0,1,0,522.35
Male,32,1,0,0,0,0,587.7
Female,50,1,0,1,1,0,3876.2
Male,61,0,1,1,1,0,3778.85
Female,15,1,0,1,1,1,1457.25
Male,72,1,1,1,1,0,8349.45
Male,9,1,0,0,0,1,185.6
Female,1,1,0,0,0,0,19.5
Female,12,1,0,0,1,0,1066.9
Female,37,0,1,0,0,1,973.55
Male,61,1,0,0,0,0,1226.45
Male,18,1,0,0,0,0,342.3
Male,21,1,0,0,0,0,985.05
Male,68,0,1,0,1,0,3948.45
Male,12,1,0,0,0,0,828.05
Female,2,0,0,0,0,1,41.85
Female,62,1,0,1,1,0,6164.7
Female,29,1,1,1,1,1,2862.75
Male,1,0,1,0,0,0,33.6
Male,5,1,0,0,0,1,343.95
Female,1,1,0,0,0,0,20.7
Male,62,1,1,1,1,0,6590.5
Female,36,1,0,0,0,0,717.95
Female,28,1,1,1,1,1,2890.65
Female,69,1,1,1,0,0,4885.85
Female,11,1,1,1,0,1,1222.05
Female,63,1,1,1,1,0,6871.7
Male,23,1,0,0,0,0,405.6
Male,10,1,0,0,0,0,208.25
Female,71,1,0,0,0,0,1801.9
Female,45,1,1,0,1,0,3062.45
Female,70,1,0,0,0,0,1764.75
Female,22,1,0,0,1,0,1816.75
Female,52,1,0,0,0,0,1255.1
Male,55,1,1,1,1,1,5743.05
Female,65,0,1,1,1,0,3921.1
Female,72,1,0,0,0,0,1463.45
Male,10,1,0,0,0,0,189.45
Female,7,1,0,0,0,0,96.8
Male,5,1,0,0,1,0,408.5
Female,24,1,0,1,1,0,1846.65
Female,72,1,1,1,1,0,8456.75
Male,21,0,1,1,0,0,1011.5
Male,69,0,1,1,1,0,4263.4
Male,44,1,1,0,0,0,2549.1
Female,61,1,0,1,0,0,3965.05
Male,24,1,0,1,1,1,2496.7
Female,1,1,0,1,1,1,90.6
Female,6,1,1,0,0,1,288.05
Male,4,1,0,0,1,1,368.1
Male,72,1,1,1,1,0,7840.6
Male,72,1,1,1,1,0,6632.75
Male,14,1,0,0,0,0,1013.35
Male,7,1,0,0,0,0,152.95
Female,48,1,0,0,0,0,3772.65
Male,55,1,0,0,0,0,1026.35
Male,1,1,0,0,0,0,19.3
Male,45,1,1,1,1,0,5031.85
Male,3,1,0,0,0,0,220.4
Female,71,1,0,0,0,0,1416.5
Male,8,1,0,0,0,0,158.35
Female,3,1,0,0,0,1,256.6
Male,69,1,1,1,1,0,5542.55
